Name,ID,Team,Age,GP,FGA,3PM,REB,AST,PTS,MIN,FGM,FGP,3PA,3PPER,FTM,FTA,FTPER,TOV,STL,BLK
AJ Hammons,1627773,SXF,25,25,12.8,0.1,10.9,1.6,15.3,504.63,6.8,0.536,1.0,0.071,1.6,2.1,0.759,1.6,0.9,3.5
Aaron Best,1628700,RAP,26,47,8.4,1.9,3.5,2.4,10.8,1226.5666666666666,3.6,0.427,5.0,0.376,1.8,2.2,0.813,1.6,0.9,0.0
Aaron Harrison,1626151,RNO,23,41,17.5,3.7,5.8,2.2,24.9,1104.7133333333334,7.6,0.436,8.7,0.425,6.0,7.1,0.839,1.9,1.4,0.4
Abdel Nader,1627846,MNE,24,4,16.3,2.2,5.6,1.5,20.7,147.81666666666666,6.8,0.418,5.4,0.409,4.9,5.8,0.833,3.7,1.0,1.7
Adam Woodbury,1627967,WES,24,45,8.6,0.0,12.4,2.2,12.2,728.235,4.2,0.491,0.0,0.0,3.8,4.9,0.76,2.1,0.8,0.7
Adreian Payne,203940,LAK,27,17,15.0,1.2,11.6,2.3,18.8,457.2366666666667,6.6,0.442,4.0,0.294,4.4,5.0,0.875,3.3,1.3,1.1
Akeem Springs,1628596,SLC,24,28,12.4,2.9,3.8,1.8,12.8,489.56,4.6,0.369,8.7,0.331,0.8,1.5,0.524,1.4,1.1,0.3
Akil Mitchell,204064,LIN,25,30,9.1,0.4,9.2,2.6,11.7,787.55,5.2,0.571,1.4,0.258,1.0,2.6,0.368,2.6,1.3,1.1
Alan Anderson,101187,LAK,35,15,16.3,2.2,4.5,3.2,22.0,360.52166666666665,8.1,0.497,6.2,0.355,3.6,4.9,0.735,2.8,1.8,0.1
Alan Williams,1626210,NAS,25,3,24.1,0.0,14.4,2.1,24.7,70.09,11.3,0.468,0.0,0.0,2.1,3.6,0.571,3.6,1.5,3.1
Alec Peters,1628409,NAS,23,35,13.9,3.9,7.6,2.1,18.6,1188.0666666666666,6.5,0.466,9.6,0.411,1.7,2.0,0.851,1.2,0.6,0.3
Alex Caruso,1627936,SBL,24,29,15.3,1.7,4.4,9.2,22.3,888.5616666666666,7.6,0.499,4.5,0.387,5.3,6.4,0.824,4.9,2.3,0.5
Alex Hamilton,1628174,WCB,24,45,11.3,0.6,5.0,6.4,13.1,1250.3583333333333,5.1,0.45,1.9,0.328,2.4,3.5,0.683,2.8,2.6,0.6
Alex Marzette,1627406,WIS,25,4,8.1,0.0,6.8,2.7,5.4,26.55,1.4,0.167,0.0,0.0,2.7,5.4,0.5,0.0,1.4,0.0
Alex Poythress,1627816,FWN,24,7,16.9,0.8,9.4,2.9,21.2,237.945,8.2,0.482,3.3,0.227,4.1,6.1,0.675,2.7,0.9,1.4
Alfonzo McKinnie,1628035,RAP,25,35,14.6,1.9,9.0,1.6,16.8,1047.395,6.5,0.448,5.3,0.348,1.9,2.6,0.714,2.5,0.9,0.4
Alonzo Gee,202087,SXF,31,28,11.1,0.6,5.9,2.5,15.3,898.1233333333333,5.5,0.493,1.8,0.356,3.7,5.2,0.721,2.6,1.8,0.5
Alonzo Nelson-Ododa,1628629,SLC,25,7,6.8,0.0,10.0,1.1,11.2,157.78833333333333,3.4,0.5,0.2,0.0,4.3,5.9,0.731,2.5,0.0,1.4
Amida Brimah,1628578,AUS,24,48,6.9,0.0,11.8,1.1,10.5,1085.1083333333333,4.2,0.606,0.0,0.0,2.2,3.5,0.607,2.2,0.5,4.1
Amile Jefferson,1628518,IWA,25,47,11.8,0.0,13.3,2.6,18.4,1637.48,7.4,0.625,0.1,0.167,3.6,4.9,0.729,2.3,1.0,0.7
Amjyot Singh,1627958,OKL,26,30,12.6,2.6,4.3,1.6,11.7,248.49166666666667,3.6,0.287,9.6,0.273,1.9,2.5,0.765,1.7,1.9,0.6
Andre Dawkins,203958,ACC,26,24,13.1,3.7,2.8,2.1,16.0,570.5566666666666,5.0,0.38,10.2,0.366,2.3,2.8,0.818,1.4,0.9,0.2
Andre Ingram,201281,SBL,32,47,10.2,3.5,4.0,1.6,14.3,1073.0233333333333,4.7,0.464,7.3,0.475,1.4,1.7,0.824,1.0,1.0,0.3
Andre Washington,1628607,RAP,24,25,11.0,0.0,8.3,1.1,12.6,134.12333333333333,4.6,0.415,0.3,0.0,3.5,4.8,0.722,3.0,0.8,3.0
Andrew Andrews,1627882,DEL,25,4,12.5,1.9,2.5,8.1,13.7,57.60666666666667,5.6,0.45,3.1,0.6,0.6,0.6,1.0,3.7,0.6,0.0
Andrew White III,1628510,ERI,24,38,14.4,3.0,5.2,1.4,18.3,1194.8633333333332,6.5,0.451,7.5,0.403,2.3,2.8,0.819,1.6,0.7,0.4
Ante Zizic,1627790,CTN,21,18,15.7,0.0,13.2,2.0,23.1,457.5183333333333,9.0,0.573,0.1,0.0,5.2,6.7,0.776,3.1,1.0,1.5
Anthony Bennett,203461,MNE,25,35,14.3,3.4,9.2,2.5,19.2,939.7733333333333,6.7,0.468,8.2,0.423,2.4,3.1,0.775,2.8,1.3,0.8
Anthony Brown,1626148,IWA,25,45,14.8,2.1,4.5,3.6,18.0,1695.1016666666667,6.8,0.459,5.2,0.404,2.4,3.0,0.794,2.6,0.7,0.3
Anthony Walker,1627372,TEX,24,27,5.6,0.0,7.8,0.6,8.8,224.745,3.4,0.6,0.0,0.0,2.1,3.0,0.684,1.3,0.8,2.2
Antonio Blakeney,1628469,WCB,21,32,22.5,2.6,6.2,3.6,30.1,1223.895,10.4,0.46,7.5,0.353,6.8,7.9,0.862,2.7,1.2,0.4
Antonio Campbell,1628850,LAK,23,20,11.1,1.7,10.3,2.6,14.2,317.67,5.4,0.49,4.6,0.366,1.6,2.2,0.737,1.6,2.3,1.7
Antonius Cleveland,1628499,TEX,24,7,12.8,1.2,4.9,3.1,18.8,185.41833333333332,7.0,0.545,2.3,0.5,3.7,4.5,0.826,1.2,2.1,0.4
Archie Goodwin,203462,NAS,23,34,14.2,0.8,6.6,3.4,21.3,1091.7583333333334,7.5,0.528,2.4,0.319,5.5,7.8,0.706,3.3,1.8,0.3
Arthur Edwards,1628012,CTN,25,41,11.2,1.9,6.7,2.0,13.6,672.8183333333334,4.5,0.405,5.6,0.337,2.7,3.5,0.769,2.2,1.8,0.7
Asauhn Dixon-Tatum,204176,SLC,27,32,8.3,0.0,7.2,0.8,10.1,461.35,3.7,0.439,0.1,0.0,2.8,4.4,0.632,1.7,0.7,2.3
Askia Booker,1627389,DEL,24,36,15.1,2.2,4.5,7.1,17.6,1143.6683333333333,6.2,0.408,6.9,0.32,3.1,3.8,0.81,3.7,1.8,0.1
Austin Nichols,1628604,MHU,23,38,14.2,0.7,9.5,0.7,17.1,867.52,7.5,0.525,1.9,0.4,1.4,2.0,0.688,1.7,0.7,2.8
Avry Holmes,1628527,SCW,24,43,10.0,1.9,3.5,3.1,11.4,842.535,4.4,0.436,4.8,0.389,0.8,1.2,0.621,1.2,0.8,0.0
Beau Beech,1627862,ERI,24,20,10.8,2.4,7.4,1.8,12.7,334.6016666666667,4.0,0.37,7.1,0.333,2.4,3.0,0.786,2.9,0.8,0.8
Ben McLemore,203463,MHU,25,1,17.5,4.4,4.4,0.0,17.5,16.416666666666668,6.6,0.375,13.2,0.333,0.0,0.0,0.0,6.6,4.4,0.0
Ben Moore,1628500,FWN,23,43,9.9,0.6,8.3,2.5,15.2,1201.0383333333334,5.5,0.555,1.6,0.352,3.6,4.5,0.812,2.0,1.2,0.5
Billy Garrett,1628656,WES,23,50,12.6,1.0,3.6,3.2,15.8,1360.625,5.7,0.454,3.3,0.293,3.4,3.9,0.87,2.3,1.5,0.2
Brandon Ashley,1626165,TEX,23,45,15.7,1.9,7.4,1.8,18.9,1387.0916666666667,6.8,0.433,5.7,0.329,3.5,4.9,0.718,2.3,1.2,1.6
Brandon Austin,1627649,RNO,24,15,18.4,1.0,5.8,3.2,20.0,247.08833333333334,7.4,0.405,4.4,0.233,4.1,5.2,0.778,1.7,1.7,0.4
Brandon Jennings,201943,WIS,28,7,18.2,2.8,4.9,7.8,20.8,259.1616666666667,6.3,0.344,8.2,0.339,5.6,6.5,0.851,3.9,1.8,0.3
Brandon Paul,203464,AUS,27,2,12.2,2.4,4.9,4.9,15.2,59.18333333333333,6.1,0.5,6.1,0.4,0.6,0.6,1.0,3.6,1.8,0.0
Brandon Wood,1628658,WCB,29,43,14.9,1.7,3.6,4.4,17.0,1000.3816666666667,6.7,0.447,4.5,0.376,2.0,2.1,0.932,2.2,1.4,0.2
Brannen Greene,1627891,SLC,23,5,10.6,2.1,5.6,3.2,12.7,102.0,4.2,0.4,5.6,0.375,2.1,2.1,1.0,2.5,1.1,1.1
Brent Arrington,1628636,GBO,25,3,11.7,1.3,5.2,5.2,14.3,27.65,6.5,0.556,2.6,0.5,0.0,0.0,0.0,1.3,2.6,1.3
Brian Williams,1626993,WIS,25,38,9.1,0.1,7.2,1.8,8.7,531.6266666666667,3.5,0.378,1.6,0.083,1.6,2.6,0.632,1.8,1.6,0.3
Briante Weber,1627362,SXF,25,28,13.0,1.1,6.7,7.4,17.0,959.7566666666667,6.7,0.514,3.4,0.333,2.5,2.9,0.846,3.6,2.7,0.2
Brice Johnson,1627744,MHU,23,26,15.2,0.7,12.3,1.8,17.5,714.2633333333333,7.3,0.478,2.7,0.264,2.3,3.1,0.726,3.3,1.0,1.3
Bronson Koenig,1628460,GRD,23,47,14.5,3.6,3.2,2.3,16.6,994.6233333333333,6.0,0.418,8.9,0.405,0.9,1.1,0.8,2.1,0.8,0.1
Bruce Massey,203672,GRD,27,1,5.2,0.0,0.0,5.2,0.0,6.983333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Caboclo,203998,RNO,22,36,15.2,2.8,7.6,1.6,16.9,1087.9566666666667,6.1,0.399,8.2,0.341,2.0,2.3,0.831,2.2,1.6,1.9
Bryce Alford,1628576,OKL,23,50,14.0,4.3,3.3,2.4,18.1,1542.8716666666667,5.8,0.412,10.7,0.404,2.2,2.8,0.793,1.4,1.1,0.1
Bryson Fonville,1627904,TEX,24,30,9.6,1.8,2.5,4.3,8.4,448.42333333333335,3.1,0.328,5.3,0.333,0.4,0.5,0.833,1.8,1.1,0.2
Buay Tuach,1628714,WES,23,23,7.5,1.4,4.1,1.0,9.3,177.37,3.5,0.459,2.6,0.538,1.0,1.2,0.833,2.0,1.0,0.4
Bubu Palo,204215,SXF,26,13,11.0,1.1,4.3,3.8,14.8,265.74333333333334,5.4,0.494,2.8,0.381,2.8,3.4,0.84,3.0,0.9,0.3
Byron Mullens,201957,LAK,29,11,18.0,2.5,13.1,3.3,23.4,331.8233333333333,9.1,0.506,6.1,0.411,2.7,3.8,0.714,2.5,1.1,2.2
C.J. Williams,203710,ACC,28,16,16.3,3.4,4.7,3.3,20.2,471.4116666666667,6.8,0.418,8.9,0.376,3.2,3.7,0.875,2.1,1.5,0.9
CJ Fair,203927,WCB,26,47,11.7,0.8,6.1,2.1,14.3,1194.8066666666666,5.1,0.433,3.1,0.262,3.4,4.2,0.819,1.6,1.3,0.9
CJ Wilcox,203912,SCW,27,12,14.2,3.7,3.3,1.2,17.8,230.62,6.4,0.451,9.8,0.381,1.2,1.4,0.889,1.7,1.4,0.2
Caleb Swanigan,1628403,CTN,21,14,13.1,0.7,14.3,3.2,16.9,424.215,6.5,0.5,2.2,0.308,3.1,4.7,0.673,3.3,1.2,1.0
Caleb White,1628639,LAK,24,2,9.6,0.0,0.0,0.0,0.0,7.466666666666667,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Oliver,1628419,DEL,21,39,13.5,1.1,10.6,1.8,16.0,940.0,6.7,0.496,3.4,0.333,1.5,2.6,0.559,2.1,1.0,1.3
Cameron Payne,1626166,WCB,23,3,26.2,3.0,6.0,6.0,31.7,71.48333333333333,11.1,0.423,9.6,0.316,6.5,6.5,1.0,4.0,2.5,0.5
Carlos Lopez,1627987,DEL,27,1,9.6,0.0,19.2,9.6,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cat Barber,1627760,GBO,23,29,17.3,1.2,4.3,5.7,21.0,840.2083333333334,7.5,0.437,3.8,0.303,4.7,5.9,0.797,2.9,1.2,0.2
Cedi Osman,1626224,CTN,23,1,21.2,1.8,7.4,1.8,19.4,39.01833333333333,6.5,0.304,9.2,0.2,4.6,8.3,0.556,2.8,3.7,1.8
Chance Comanche,1628435,MHU,22,45,12.2,0.0,11.3,1.4,18.1,822.915,7.2,0.586,0.0,0.0,3.7,5.2,0.714,1.9,0.6,1.3
Chane Behanan,203989,SLC,25,9,9.8,0.2,9.1,2.4,12.2,194.50166666666667,5.0,0.509,0.4,0.5,2.0,3.5,0.579,3.0,0.9,1.3
Charles Cooke,1628429,SLC,23,25,14.9,1.4,5.7,2.6,18.2,633.43,6.8,0.456,5.1,0.278,3.1,5.2,0.604,3.5,1.8,0.5
Charlie Marquardt,1628641,LIN,23,4,23.6,3.1,7.9,1.6,15.7,22.866666666666667,4.7,0.2,15.7,0.2,3.1,3.1,1.0,0.0,1.6,0.0
Chinanu Onuaku,1627778,RGV,21,40,10.8,0.0,13.4,4.1,15.1,1023.9483333333334,6.4,0.598,0.1,0.0,2.3,3.4,0.667,3.4,1.4,1.7
Chris Anderson,1627997,GRD,25,11,8.0,0.0,7.7,1.6,7.1,112.24,3.5,0.44,0.0,0.0,0.0,0.3,0.0,2.6,1.3,2.6
Chris Boucher,1628449,SCW,25,20,15.7,0.9,12.1,1.4,19.1,444.0316666666667,7.4,0.469,4.0,0.224,3.4,5.5,0.618,1.4,0.7,3.3
Chris Braswell,1628727,ERI,28,1,7.3,0.0,7.3,4.9,4.9,14.766666666666667,2.4,0.333,4.9,0.0,0.0,0.0,0.0,2.4,0.0,0.0
Chris Flemmings,1628553,RAP,24,4,5.1,2.5,5.1,2.5,7.6,14.233333333333333,2.5,0.5,5.1,0.5,0.0,0.0,0.0,2.5,0.0,0.0
Chris McCullough,1626191,ERI,23,12,15.4,1.0,10.7,2.4,18.6,259.9866666666667,6.2,0.405,3.6,0.269,5.1,6.4,0.804,4.0,2.8,1.8
Chris Walker,1626217,RGV,23,48,14.0,0.0,12.1,2.1,21.4,812.8133333333334,8.6,0.614,0.4,0.111,4.2,7.0,0.605,2.9,0.8,2.0
Chris Wright,202874,OKL,29,16,14.8,0.9,6.8,2.3,20.4,351.56,8.1,0.545,2.8,0.333,3.3,5.4,0.604,3.1,2.2,1.3
Christian Wood,1626174,DEL,22,45,16.5,1.3,11.2,2.5,25.4,1488.2783333333334,8.9,0.543,3.9,0.319,6.2,7.8,0.796,3.3,1.3,1.9
Cleanthony Early,203921,RGV,27,33,12.4,1.4,6.4,2.9,15.7,955.34,6.2,0.5,4.4,0.322,1.8,2.3,0.8,2.1,1.1,1.2
Cliff Alexander,1626146,WIS,22,28,17.4,0.2,10.3,1.6,25.2,648.2116666666667,9.9,0.569,0.8,0.267,5.2,6.6,0.782,3.0,0.6,1.2
Cody Demps,1628610,RNO,24,45,8.1,1.0,7.9,2.1,10.7,1117.0,3.9,0.48,2.8,0.352,1.9,2.5,0.769,1.4,1.1,0.7
Cole Huff,1628674,GBO,24,33,10.2,2.3,6.9,0.8,13.3,447.4533333333333,3.9,0.386,7.4,0.315,3.1,3.5,0.864,0.8,1.0,0.2
Coron Williams,1627430,GBO,28,10,9.4,1.7,3.4,2.3,9.9,126.72166666666666,3.4,0.364,6.5,0.261,1.4,2.0,0.714,1.7,2.0,0.3
Cory Jefferson,203928,TEX,27,10,15.1,2.0,8.5,1.8,19.4,234.01666666666668,7.5,0.5,4.9,0.406,2.3,3.2,0.714,1.5,0.5,1.7
Craig Sword,1628591,ERI,24,49,9.0,0.7,5.0,3.0,12.0,1172.6483333333333,4.2,0.469,2.5,0.296,2.9,4.0,0.729,2.6,2.1,1.3
Craig Victor,1628670,RGV,23,19,9.4,1.7,7.2,2.0,10.4,228.625,3.3,0.35,4.9,0.355,2.0,3.3,0.619,2.4,1.1,1.3
Cristiano Felicio,1626245,WCB,25,8,13.2,0.0,11.8,2.9,18.0,277.7083333333333,7.8,0.588,0.3,0.0,2.5,3.1,0.792,3.2,1.6,2.6
Cullen Russo,1628544,OKL,24,2,6.3,0.0,12.7,0.0,0.0,5.691666666666666,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,6.3
D.J. Wilson,1628391,WIS,22,11,15.6,1.8,6.1,2.6,17.6,357.785,7.3,0.471,5.3,0.34,1.1,1.1,1.0,3.7,0.9,0.9
Daesung Lee,1628555,ERI,28,11,9.1,1.9,3.8,4.6,10.6,94.82166666666667,3.4,0.375,6.5,0.294,1.9,3.0,0.625,2.7,0.4,0.0
Dakarai Allen,1628614,ACC,23,46,8.3,1.0,4.1,1.7,9.9,1078.71,3.8,0.456,2.4,0.397,1.4,1.9,0.741,1.4,1.9,0.8
Dakari Johnson,1626177,OKL,22,10,18.2,0.0,11.6,3.5,26.3,318.9316666666667,10.6,0.584,0.0,0.0,5.1,8.1,0.625,3.3,0.5,1.5
Damian Jones,1627745,SCW,22,45,10.7,0.1,9.6,2.3,17.6,1378.755,7.3,0.681,0.1,0.5,3.0,4.3,0.697,2.3,0.8,2.5
Damien Wilkins,2863,GBO,38,15,16.5,2.3,6.8,5.2,25.3,501.33166666666665,8.1,0.491,5.3,0.432,6.8,7.5,0.904,3.3,1.1,0.6
Damion Lee,1627814,SCW,25,38,13.9,1.6,6.1,3.2,19.1,1129.04,6.3,0.456,5.2,0.305,4.8,5.3,0.915,2.8,1.7,0.2
Damon Lynn,1628682,TEX,23,12,12.1,4.1,3.4,6.2,14.7,190.85333333333332,5.1,0.422,9.8,0.423,0.4,0.6,0.667,2.3,1.5,0.2
Damonte Dodd,1628632,MNE,24,3,8.3,0.0,6.7,1.7,3.3,21.616666666666667,1.7,0.2,0.0,0.0,0.0,0.0,0.0,3.3,1.7,1.7
Damyean Dotson,1628422,WES,24,13,14.8,2.4,6.1,2.7,18.6,459.3333333333333,7.2,0.487,6.0,0.39,1.8,2.4,0.767,2.8,1.1,0.1
Daniel Alexander,1627000,AUS,26,28,10.6,1.3,7.9,2.4,13.6,227.10333333333332,5.7,0.537,4.1,0.308,1.0,1.0,1.0,1.9,1.1,0.5
Daniel Dingle,1628520,MNE,24,30,7.9,1.0,3.9,3.6,7.6,405.24833333333333,2.7,0.337,3.5,0.282,1.3,1.9,0.714,1.4,1.2,0.6
Daniel Dixon,1628679,MNE,24,46,12.4,2.7,5.2,2.9,14.4,1529.74,4.8,0.389,7.6,0.351,2.1,2.4,0.846,2.2,0.8,0.2
Daniel Hamilton,1627772,OKL,22,45,14.7,1.8,9.8,8.7,17.7,1476.8466666666666,6.0,0.407,6.1,0.286,3.9,4.8,0.813,5.4,1.2,0.1
Daniel Ochefu,1627849,RNO,24,32,10.5,0.0,10.9,2.4,14.6,607.855,6.3,0.599,0.2,0.0,2.0,3.3,0.607,3.7,1.1,2.6
Danuel House,1627863,NAS,24,35,14.2,3.1,6.2,3.1,20.1,1129.01,6.6,0.463,8.1,0.387,3.8,4.7,0.81,2.5,1.2,0.5
Darin Johnson,1628525,DEL,23,44,11.1,0.8,3.9,1.5,13.3,772.1483333333333,4.6,0.416,2.6,0.304,3.3,4.7,0.693,2.2,0.8,0.2
Darius Morris,202721,RGV,27,3,17.7,2.7,6.3,10.0,25.8,79.485,9.5,0.538,5.4,0.5,4.1,5.0,0.818,4.5,0.5,0.0
Darrun Hilliard,1626199,AUS,25,36,19.4,2.8,5.8,4.9,26.2,1023.26,9.2,0.474,7.0,0.4,5.0,5.9,0.845,4.0,1.4,0.5
David Stockton,204065,RNO,26,39,16.4,2.5,4.1,6.7,20.7,1100.0416666666667,7.4,0.449,6.2,0.4,3.5,4.1,0.864,2.8,2.3,0.3
Davion Berry,204310,RAP,26,46,12.7,2.1,3.4,3.5,17.2,1141.7233333333334,5.5,0.437,6.3,0.338,3.9,4.7,0.838,1.9,1.2,0.1
Davis Bertans,202722,AUS,25,1,18.4,6.9,5.8,1.2,31.1,31.28,10.4,0.563,12.7,0.545,3.5,4.6,0.75,1.2,2.3,1.2
Davon Reed,1628432,NAS,22,12,14.1,1.9,6.5,4.3,14.7,302.9866666666667,4.4,0.311,6.7,0.286,4.0,5.1,0.791,2.9,1.0,1.1
DeAndre Daniels,203908,ACC,26,27,12.9,1.4,9.1,1.5,13.5,627.3783333333333,4.6,0.356,5.8,0.248,2.9,3.6,0.823,2.5,1.0,1.8
DeAndre' Bembry,1627761,ERI,23,4,13.4,0.0,8.6,4.1,15.4,105.14166666666667,6.5,0.487,1.4,0.0,2.4,3.8,0.636,3.4,3.1,0.3
DeQuan Jones,203199,FWN,27,49,15.2,1.9,5.7,1.9,21.7,1497.42,7.7,0.508,4.5,0.435,4.3,5.2,0.833,2.9,1.5,0.6
Demarcus Holland,1628113,SBL,24,50,10.2,1.0,6.4,2.7,12.1,1272.4483333333333,4.8,0.474,2.8,0.34,1.5,2.0,0.722,2.1,1.4,0.2
Demetrius Jackson,1627743,DEL,23,26,14.3,1.7,4.6,5.6,18.4,749.1616666666666,6.6,0.465,4.9,0.353,3.4,4.2,0.807,2.7,1.5,0.4
Deonte Burton,203907,SLC,26,43,8.6,0.7,3.6,5.0,10.6,943.5566666666666,3.5,0.409,2.4,0.281,2.9,4.0,0.724,2.3,1.4,0.3
Derek Willis,1628491,GRD,22,43,12.5,2.3,8.9,1.1,15.1,1207.4966666666667,5.8,0.467,6.1,0.374,1.2,1.5,0.816,1.5,1.2,0.9
Derick Newton,1628540,WCB,22,22,8.7,1.6,4.5,2.2,6.8,332.91333333333336,1.8,0.213,6.3,0.259,1.5,2.2,0.7,1.0,0.6,0.2
Derrick Jones Jr.,1627884,SXF,21,29,15.8,2.0,9.3,2.3,21.7,840.5783333333334,7.9,0.497,5.8,0.338,3.9,5.7,0.692,2.1,1.7,2.2
Derrick Marks,1628590,ERI,24,30,9.9,0.8,3.6,5.1,8.8,515.1,3.4,0.345,2.9,0.262,1.2,1.6,0.739,2.6,2.0,0.4
Derrick Walton Jr.,1628476,SXF,23,27,13.8,2.3,4.4,7.8,17.9,875.845,6.1,0.442,6.2,0.377,3.4,3.8,0.902,3.4,1.6,0.2
Derrick White,1628401,AUS,23,24,20.3,2.6,6.3,4.5,25.7,675.8816666666667,9.2,0.453,7.7,0.331,4.7,5.4,0.873,3.1,1.7,1.4
Devin Carter,1628519,IWA,24,1,13.3,0.0,0.0,13.3,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0
Devin Robinson,1628421,WES,23,44,12.9,1.8,7.1,2.2,17.8,1155.4583333333333,6.4,0.501,4.8,0.381,3.0,3.8,0.795,2.5,1.2,1.1
Devin Williams,1628241,MNE,24,45,12.5,0.3,15.0,2.5,16.1,1181.7716666666668,6.5,0.523,0.9,0.29,2.8,4.3,0.65,2.7,1.0,0.7
Devon Baulkman,1628654,WES,26,32,11.4,1.5,5.7,1.5,12.1,519.3633333333333,4.2,0.37,4.1,0.373,2.1,2.6,0.811,1.1,2.5,0.6
Deyonta Davis,1627738,MHU,21,2,18.8,0.0,8.4,0.0,22.3,51.583333333333336,10.5,0.556,0.0,0.0,1.4,2.1,0.667,0.7,4.2,3.5
Diamond Stone,1627754,SLC,21,31,18.6,0.5,9.5,1.6,23.7,753.1,8.8,0.473,2.1,0.25,5.5,7.4,0.753,3.4,0.8,1.2
Dominic James,202080,GBO,31,11,10.0,0.0,4.7,6.3,8.3,108.33333333333333,4.0,0.4,2.0,0.0,0.3,0.7,0.5,3.0,1.7,0.0
Donald Sloan,202388,TEX,30,24,15.8,2.6,4.2,6.2,19.6,830.2116666666667,6.8,0.43,7.1,0.368,3.3,3.9,0.865,3.0,1.1,0.0
Donte McGill,1628745,DEL,23,4,17.6,0.0,4.2,6.3,13.4,51.233333333333334,2.8,0.16,2.8,0.0,7.7,8.4,0.917,2.8,0.7,0.0
Drew Barham,1628625,MNE,28,37,9.7,2.0,6.1,1.8,10.9,602.7566666666667,4.1,0.423,6.2,0.327,0.6,0.9,0.667,1.3,0.9,0.7
Duje Dukan,1626251,FWN,26,24,10.3,2.4,4.2,1.6,10.7,241.91666666666666,3.6,0.348,6.8,0.348,1.2,1.9,0.615,1.8,0.9,0.3
Duke Mondy,204190,TEX,27,12,8.6,1.2,3.8,7.7,9.4,357.42333333333335,3.5,0.412,2.8,0.429,1.1,1.5,0.733,3.1,1.0,0.0
Durand Scott,1628677,MHU,28,31,11.8,1.2,6.7,3.0,15.3,876.1066666666667,5.9,0.5,3.3,0.363,2.3,2.6,0.875,2.7,1.4,0.2
Dusty Hannahs,1628605,MHU,24,47,12.7,2.8,3.1,3.0,15.6,1006.3766666666667,5.4,0.421,6.4,0.441,2.0,2.3,0.905,1.3,0.9,0.1
Dwayne Bacon,1628407,GBO,22,4,26.2,2.3,6.8,4.0,26.8,142.63333333333333,11.1,0.423,6.3,0.36,2.3,2.5,0.9,2.5,1.5,0.0
Dwight Buycks,202779,GRD,29,10,19.2,2.0,4.3,3.8,22.4,355.955,8.4,0.437,5.7,0.357,3.5,4.5,0.795,3.0,1.0,0.1
Edmond Sumner,1628410,FWN,22,14,13.8,0.8,4.8,5.2,15.3,237.61666666666667,5.5,0.396,3.3,0.227,3.6,5.5,0.667,3.6,2.3,0.9
Edy Tavares,204002,RAP,26,1,8.8,0.0,12.0,0.0,14.2,32.9,6.6,0.75,0.0,0.0,1.1,2.2,0.5,2.2,0.0,3.3
Elijah Millsap,202407,IWA,30,45,14.1,2.1,6.5,2.8,18.4,1338.455,5.6,0.396,5.5,0.376,5.1,6.5,0.782,2.5,1.7,0.8
Emeka Okafor,2731,DEL,35,26,8.5,0.0,14.6,2.5,12.4,517.8283333333334,5.1,0.607,0.0,0.0,2.1,3.0,0.698,2.9,0.8,1.9
Eric Griffin,203547,SLC,28,19,13.9,1.9,5.9,1.0,19.7,599.71,6.5,0.466,5.4,0.344,4.9,5.8,0.845,3.5,0.8,1.9
Eric Stuteville,1628548,NAS,23,43,10.0,0.0,6.7,1.4,14.3,553.8466666666667,5.2,0.519,0.0,0.0,3.9,5.1,0.769,2.3,0.5,0.7
Erik McCree,1628571,SLC,24,35,16.5,2.3,5.7,2.0,19.9,1131.9116666666666,7.0,0.426,5.9,0.384,3.6,4.9,0.734,2.8,1.0,0.6
Eron Harris,1628854,WIS,24,12,7.8,2.6,3.5,2.2,11.7,82.72666666666667,2.6,0.333,4.4,0.6,3.9,4.4,0.9,3.0,1.3,0.0
Fuquan Edwin,204083,RAP,26,35,13.5,2.7,4.8,2.6,16.7,771.1433333333333,5.9,0.438,7.1,0.373,2.2,2.9,0.746,2.1,2.7,0.5
Furkan Korkmaz,1627788,DEL,20,9,17.4,1.8,5.9,3.5,17.4,287.2266666666667,6.1,0.353,9.0,0.194,3.4,4.3,0.794,2.4,1.4,0.6
Gary Payton II,1627780,SBL,25,20,18.4,1.2,7.8,5.8,21.6,580.5783333333334,8.6,0.47,4.8,0.244,3.2,4.4,0.718,4.2,2.5,0.7
George de Paula,1628437,RGV,22,10,5.4,2.3,0.8,3.8,10.8,46.8,3.1,0.571,3.1,0.75,2.3,3.1,0.75,8.5,0.0,0.0
Georges Niang,1627777,SLC,24,41,14.6,2.3,7.1,4.6,20.9,1390.42,8.3,0.57,5.1,0.457,1.9,2.2,0.871,3.3,1.1,0.4
Georgios Papagiannis,1627834,RNO,20,10,15.3,0.0,12.6,1.2,18.0,270.6116666666667,8.0,0.522,0.1,0.0,2.0,2.5,0.789,3.3,0.5,2.0
